"year","company_name","company_type","industry_name","country_name","use_case_name","employee_size","uses_ai_bool","revenue_usd","ai_roi_percent","ai_maturity_score"
2020,SyntheticCorp_0016,Synthetic,Manufacturing,Brazil,Robotics,Enterprise,true,26314132051.65,18.18,68
2020,SyntheticCorp_0017,Synthetic,E-commerce,Canada,Robotics,SME,true,43668211.8,33.52,72
2020,SyntheticCorp_0018,Synthetic,Finance,China,Robotics,SME,true,36384233.44,15.02,75
2020,SyntheticCorp_0019,Synthetic,Finance,UAE,AI Trading,SME,true,49902664.28,18.7,84
2020,SyntheticCorp_0020,Synthetic,Technology,Germany,Autonomous Driving,SME,true,46895962.0,19.34,52
2020,SyntheticCorp_0021,Synthetic,Manufacturing,USA,Predictive Maintenance,Enterprise,true,1730456297.78,19.89,64
2020,SyntheticCorp_0022,Synthetic,Finance,Canada,AI Trading,Enterprise,true,27465108058.05,19.37,63
2020,SyntheticCorp_0023,Synthetic,Telecom,Germany,Not adopted,SME,false,9741034.26,0.0,33
2020,SyntheticCorp_0024,Synthetic,Manufacturing,UK,Not adopted,SME,false,31382507.12,0.0,5
2020,SyntheticCorp_0025,Synthetic,Logistics,Germany,Not adopted,SME,false,26246877.7,0.0,7
2020,SyntheticCorp_0026,Synthetic,Energy,Brazil,Not adopted,SME,false,29626315.84,0.0,23
2020,SyntheticCorp_0027,Synthetic,Telecom,Germany,Supply Chain Optimization,Enterprise,true,46689184061.02,19.25,47
2020,SyntheticCorp_0028,Synthetic,Retail,India,Medical Imaging AI,SME,true,35261927.06,12.15,76
2020,SyntheticCorp_0029,Synthetic,Finance,Japan,Not adopted,SME,false,26623581.06,0.0,7
2020,SyntheticCorp_0030,Synthetic,Telecom,China,Not adopted,SME,false,32007658.29,0.0,11
2020,SyntheticCorp_0031,Synthetic,Manufacturing,Canada,Not adopted,SME,false,31082672.81,0.0,6
2020,SyntheticCorp_0032,Synthetic,Telecom,India,Customer Segmentation,SME,true,36782208.09,38.8,58
2020,SyntheticCorp_0033,Synthetic,Retail,USA,Recommendation Systems,Enterprise,true,18737021987.52,13.12,44
2020,SyntheticCorp_0034,Synthetic,Telecom,Brazil,Fraud Detection,Enterprise,true,30836386024.33,21.48,60
2020,SyntheticCorp_0035,Synthetic,Technology,Canada,Chatbots,Enterprise,true,32139271063.11,25.49,53
2020,SyntheticCorp_0036,Synthetic,Telecom,USA,Fraud Detection,SME,true,15792153.66,31.42,64
2020,SyntheticCorp_0037,Synthetic,Finance,Brazil,Customer Segmentation,Enterprise,true,18627092815.62,17.94,56
2020,SyntheticCorp_0038,Synthetic,Manufacturing,Brazil,Generative AI,SME,true,18848380.12,12.81,72
2020,SyntheticCorp_0039,Synthetic,Retail,USA,Not adopted,Enterprise,false,32137929282.55,0.0,15
2020,SyntheticCorp_0040,Synthetic,Technology,India,Chatbots,SME,true,26281001.26,30.35,84
2020,SyntheticCorp_0041,Synthetic,Energy,UK,Medical Imaging AI,SME,true,13856196.51,19.45,44
2020,SyntheticCorp_0042,Synthetic,Manufacturing,China,Robotics,Enterprise,true,36345620216.26,35.5,68
2020,SyntheticCorp_0043,Synthetic,Retail,India,Recommendation Systems,SME,true,10221120.17,16.33,62
2020,SyntheticCorp_0044,Synthetic,Telecom,Canada,Autonomous Driving,SME,true,49113091.47,25.78,61
2020,SyntheticCorp_0045,Synthetic,Manufacturing,China,Demand Forecasting,SME,true,33355818.66,28.62,45
2020,SyntheticCorp_0046,Synthetic,Healthcare,Japan,Medical Imaging AI,SME,true,19866842.47,22.37,61
2020,SyntheticCorp_0047,Synthetic,E-commerce,China,Demand Forecasting,Enterprise,true,46274962230.65,14.31,77
2020,SyntheticCorp_0048,Synthetic,Healthcare,China,Generative AI,Enterprise,true,47268322731.67,18.99,40
2020,SyntheticCorp_0049,Synthetic,Logistics,India,Generative AI,Enterprise,true,4666223510.1,18.11,51
2020,SyntheticCorp_0050,Synthetic,Logistics,UK,Customer Segmentation,SME,true,41270024.6,17.78,55
2020,SyntheticCorp_0051,Synthetic,Logistics,Canada,Customer Segmentation,Enterprise,true,48371978419.11,17.32,80
2020,SyntheticCorp_0052,Synthetic,Logistics,Brazil,Autonomous Driving,SME,true,5587549.63,14.24,83
2020,SyntheticCorp_0053,Synthetic,Telecom,USA,Chatbots,SME,true,4908867.2,23.78,84
2020,SyntheticCorp_0054,Synthetic,Healthcare,China,Generative AI,SME,true,48799063.24,10.24,80
2020,SyntheticCorp_0055,Synthetic,E-commerce,USA,Demand Forecasting,Enterprise,true,6240397824.32,12.22,76
2020,SyntheticCorp_0056,Synthetic,Energy,Germany,Fraud Detection,SME,true,27868695.6,28.6,68
2020,SyntheticCorp_0057,Synthetic,Manufacturing,UAE,Supply Chain Optimization,SME,true,30882806.0,22.74,45
2020,SyntheticCorp_0058,Synthetic,Retail,Canada,Generative AI,Enterprise,true,22285306625.8,19.34,47
2020,SyntheticCorp_0059,Synthetic,Logistics,India,Customer Segmentation,SME,true,32758176.52,11.91,53
2020,SyntheticCorp_0060,Synthetic,Logistics,India,Medical Imaging AI,SME,true,28319323.18,26.28,48
2020,SyntheticCorp_0061,Synthetic,Retail,Japan,Predictive Maintenance,SME,true,8006438.6,15.92,78
2020,SyntheticCorp_0062,Synthetic,Logistics,India,Not adopted,SME,false,30185971.92,0.0,2
2020,SyntheticCorp_0063,Synthetic,Energy,UK,Not adopted,SME,false,6693271.64,0.0,18
2020,SyntheticCorp_0064,Synthetic,E-commerce,Canada,Supply Chain Optimization,SME,true,46838446.05,22.95,53
2020,SyntheticCorp_0065,Synthetic,Finance,Japan,Robotics,SME,true,45490060.67,30.54,82
2020,SyntheticCorp_0066,Synthetic,Manufacturing,Brazil,AI Trading,SME,true,37583550.37,37.57,58
2020,SyntheticCorp_0067,Synthetic,Technology,Brazil,Autonomous Driving,Enterprise,true,46908524594.21,37.53,84
2020,SyntheticCorp_0068,Synthetic,Energy,Canada,AI Trading,Enterprise,true,47792378734.78,38.65,48
2020,SyntheticCorp_0069,Synthetic,Logistics,UAE,Not adopted,Enterprise,false,6460545549.6,0.0,40
2020,SyntheticCorp_0070,Synthetic,E-commerce,India,Predictive Maintenance,Enterprise,true,15540115748.27,28.09,61
2020,SyntheticCorp_0071,Synthetic,Energy,Japan,Chatbots,Enterprise,true,36348958424.75,22.64,55
2020,SyntheticCorp_0072,Synthetic,Manufacturing,UK,Recommendation Systems,SME,true,6497988.16,25.71,57
2020,SyntheticCorp_0073,Synthetic,Telecom,China,AI Trading,Enterprise,true,28368122423.54,19.63,47
2020,SyntheticCorp_0074,Synthetic,Healthcare,UK,Robotics,SME,true,5584053.8,16.24,81
2020,SyntheticCorp_0075,Synthetic,Finance,India,Robotics,SME,true,41272458.64,28.59,45
2020,SyntheticCorp_0076,Synthetic,Logistics,Brazil,Generative AI,SME,true,35531989.76,36.49,71
2020,SyntheticCorp_0077,Synthetic,Manufacturing,UK,Robotics,SME,true,7238065.2,39.48,40
2020,SyntheticCorp_0078,Synthetic,Logistics,Germany,AI Trading,SME,true,24405097.58,26.99,63
2020,SyntheticCorp_0079,Synthetic,Finance,UAE,Not adopted,Enterprise,false,40263400636.75,0.0,33
2020,SyntheticCorp_0080,Synthetic,Manufacturing,Brazil,Not adopted,Enterprise,false,12607367072.14,0.0,36
2020,SyntheticCorp_0081,Synthetic,Retail,UAE,Fraud Detection,SME,true,11455529.12,36.07,49
2020,SyntheticCorp_0082,Synthetic,Retail,USA,AI Trading,SME,true,34674153.01,15.03,67
2020,SyntheticCorp_0083,Synthetic,Energy,China,Generative AI,SME,true,30140867.88,38.09,82
2020,SyntheticCorp_0084,Synthetic,Manufacturing,Germany,Autonomous Driving,SME,true,33307622.6,20.31,63
2020,SyntheticCorp_0085,Synthetic,Telecom,Germany,Customer Segmentation,SME,true,19967257.03,30.2,50
2020,SyntheticCorp_0086,Synthetic,Manufacturing,UK,Chatbots,Enterprise,true,24564908006.56,18.19,82
2020,SyntheticCorp_0087,Synthetic,Telecom,China,Not adopted,SME,false,20791660.9,0.0,27
2020,SyntheticCorp_0088,Synthetic,Manufacturing,China,Chatbots,Enterprise,true,11282622260.22,33.63,47
2020,SyntheticCorp_0089,Synthetic,E-commerce,USA,Robotics,SME,true,44818838.54,14.18,84
2020,SyntheticCorp_0090,Synthetic,Finance,Brazil,Not adopted,SME,false,28267963.91,0.0,23
2020,SyntheticCorp_0091,Synthetic,Telecom,Japan,Medical Imaging AI,SME,true,35797352.89,33.24,84
2020,SyntheticCorp_0092,Synthetic,Technology,India,Chatbots,SME,true,48769923.56,25.53,60
2020,SyntheticCorp_0093,Synthetic,Healthcare,USA,Demand Forecasting,Enterprise,true,8837316045.72,28.68,79
2020,SyntheticCorp_0094,Synthetic,Finance,UK,Predictive Maintenance,Enterprise,true,41691625424.36,27.77,63
2020,SyntheticCorp_0095,Synthetic,Telecom,Brazil,Not adopted,Enterprise,false,31773233467.17,0.0,6
2020,SyntheticCorp_0096,Synthetic,Healthcare,UAE,Demand Forecasting,SME,true,40191645.46,35.7,68
2020,SyntheticCorp_0097,Synthetic,Energy,Canada,Demand Forecasting,SME,true,24731049.38,27.6,78
2020,SyntheticCorp_0098,Synthetic,Healthcare,UK,Customer Segmentation,SME,true,43456493.52,25.67,66
2020,SyntheticCorp_0099,Synthetic,Retail,Canada,AI Trading,SME,true,35520859.39,24.02,84
2020,SyntheticCorp_0100,Synthetic,Manufacturing,Brazil,Demand Forecasting,SME,true,31980811.42,29.79,47
2020,SyntheticCorp_0101,Synthetic,Retail,UK,Medical Imaging AI,Enterprise,true,32166701429.35,15.05,50
2020,SyntheticCorp_0102,Synthetic,Manufacturing,Germany,Not adopted,SME,false,36997121.3,0.0,31
2020,SyntheticCorp_0103,Synthetic,Retail,Germany,Not adopted,SME,false,4818464.84,0.0,5
2020,SyntheticCorp_0104,Synthetic,Healthcare,Brazil,Not adopted,SME,false,33213475.41,0.0,35
2020,SyntheticCorp_0105,Synthetic,Retail,USA,Demand Forecasting,SME,true,36953171.26,26.2,65
2020,SyntheticCorp_0106,Synthetic,Logistics,Brazil,Chatbots,Enterprise,true,3992858605.2,35.53,73
2020,SyntheticCorp_0107,Synthetic,Energy,UAE,Autonomous Driving,SME,true,24822839.44,14.78,45
2020,SyntheticCorp_0108,Synthetic,Retail,Canada,Robotics,SME,true,5646019.06,31.02,44
2020,SyntheticCorp_0109,Synthetic,Technology,Brazil,AI Trading,Enterprise,true,32180100069.76,29.02,57
2020,SyntheticCorp_0110,Synthetic,Healthcare,Canada,Chatbots,SME,true,13067853.11,23.32,44
2020,SyntheticCorp_0111,Synthetic,Logistics,UAE,Autonomous Driving,SME,true,25906883.41,32.65,44
2020,SyntheticCorp_0112,Synthetic,Telecom,UAE,Supply Chain Optimization,Enterprise,true,11873587326.15,32.16,74
2020,SyntheticCorp_0113,Synthetic,Healthcare,Brazil,Not adopted,Enterprise,false,35527947955.01,0.0,13
2020,SyntheticCorp_0114,Synthetic,E-commerce,Canada,Recommendation Systems,Enterprise,true,28719159484.48,31.58,66
2020,SyntheticCorp_0115,Synthetic,E-commerce,Germany,Autonomous Driving,Enterprise,true,1835484238.91,12.84,58
2020,SyntheticCorp_0116,Synthetic,Telecom,UAE,Demand Forecasting,Enterprise,true,30755690369.27,19.73,74
2020,SyntheticCorp_0117,Synthetic,Energy,UK,Fraud Detection,Enterprise,true,2048714492.85,25.9,49
2020,SyntheticCorp_0118,Synthetic,Energy,Canada,Generative AI,Enterprise,true,45994183309.91,11.2,57
2020,SyntheticCorp_0119,Synthetic,Finance,Canada,Predictive Maintenance,SME,true,7961683.72,19.12,67
2020,SyntheticCorp_0120,Synthetic,Logistics,China,Recommendation Systems,Enterprise,true,36353536898.69,19.62,79
2020,SyntheticCorp_0121,Synthetic,Energy,UAE,Recommendation Systems,SME,true,41343144.58,23.16,44
2020,SyntheticCorp_0122,Synthetic,Finance,USA,Chatbots,SME,true,17848216.09,15.83,74
2020,SyntheticCorp_0123,Synthetic,Technology,India,Demand Forecasting,SME,true,23700691.67,39.36,66
2020,SyntheticCorp_0124,Synthetic,Finance,India,Recommendation Systems,SME,true,22969856.4,11.53,46
2020,SyntheticCorp_0125,Synthetic,Finance,Canada,Not adopted,Enterprise,false,41582389301.1,0.0,23
2020,SyntheticCorp_0126,Synthetic,Retail,Germany,AI Trading,SME,true,3106291.7,14.98,72
2020,SyntheticCorp_0127,Synthetic,Energy,Brazil,Recommendation Systems,SME,true,19043681.66,28.58,45
2020,SyntheticCorp_0128,Synthetic,Telecom,UAE,Recommendation Systems,Enterprise,true,29123192948.97,31.44,70
2020,SyntheticCorp_0129,Synthetic,Manufacturing,USA,Predictive Maintenance,Enterprise,true,135395482.86,16.96,45
2020,SyntheticCorp_0130,Synthetic,Healthcare,Japan,Robotics,Enterprise,true,36968207476.69,39.06,84
2020,SyntheticCorp_0131,Synthetic,Healthcare,Brazil,Predictive Maintenance,SME,true,22559804.75,18.44,45
2020,SyntheticCorp_0132,Synthetic,Healthcare,Canada,Generative AI,SME,true,47071310.5,33.74,43
2020,SyntheticCorp_0133,Synthetic,Energy,Germany,Fraud Detection,Enterprise,true,24453851638.5,17.56,81
2020,SyntheticCorp_0134,Synthetic,Manufacturing,Canada,Chatbots,SME,true,3006933.72,38.47,67
2020,SyntheticCorp_0135,Synthetic,Technology,Germany,AI Trading,Enterprise,true,31186587536.91,39.61,76
2020,SyntheticCorp_0136,Synthetic,Energy,India,AI Trading,SME,true,18650335.53,21.8,42
2020,SyntheticCorp_0137,Synthetic,Finance,UAE,Not adopted,SME,false,5477325.93,0.0,11
2020,SyntheticCorp_0138,Synthetic,Energy,UAE,Chatbots,SME,true,48520219.95,13.03,43
2020,SyntheticCorp_0139,Synthetic,E-commerce,Canada,Medical Imaging AI,Enterprise,true,34938813022.01,31.1,40
2020,SyntheticCorp_0140,Synthetic,Finance,UAE,Not adopted,SME,false,11214960.4,0.0,28
2020,SyntheticCorp_0141,Synthetic,Telecom,India,Medical Imaging AI,Enterprise,true,25188294969.66,15.82,42
2020,SyntheticCorp_0142,Synthetic,Healthcare,Germany,Fraud Detection,Enterprise,true,19694792520.57,25.25,53
2020,SyntheticCorp_0143,Synthetic,Retail,Brazil,Customer Segmentation,SME,true,18254613.87,18.36,69
2020,SyntheticCorp_0144,Synthetic,Technology,Japan,AI Trading,SME,true,45008268.7,32.35,69
2020,SyntheticCorp_0145,Synthetic,Telecom,China,Not adopted,Enterprise,false,7506851757.24,0.0,31
2020,SyntheticCorp_0146,Synthetic,Manufacturing,UK,Not adopted,Enterprise,false,49718653069.41,0.0,3
2020,SyntheticCorp_0147,Synthetic,Logistics,Canada,Chatbots,Enterprise,true,32732043136.27,39.19,81
2020,SyntheticCorp_0148,Synthetic,Retail,India,Customer Segmentation,Enterprise,true,29122175803.49,33.01,56
2020,SyntheticCorp_0149,Synthetic,Telecom,Canada,Generative AI,Enterprise,true,34516938606.12,21.33,42
2020,SyntheticCorp_0150,Synthetic,Manufacturing,UK,Medical Imaging AI,SME,true,46447709.72,25.79,58
2020,SyntheticCorp_0151,Synthetic,Technology,Canada,Robotics,SME,true,14302290.78,25.92,56
2020,SyntheticCorp_0152,Synthetic,Finance,India,Chatbots,SME,true,3290416.39,23.35,72
2020,SyntheticCorp_0153,Synthetic,Finance,India,Fraud Detection,Enterprise,true,10410895002.32,10.98,80
2020,SyntheticCorp_0154,Synthetic,Energy,China,Not adopted,SME,false,3959418.08,0.0,35
2020,SyntheticCorp_0155,Synthetic,Manufacturing,USA,Chatbots,SME,true,16403941.06,23.99,69
2020,SyntheticCorp_0156,Synthetic,E-commerce,UK,Fraud Detection,Enterprise,true,49118563628.23,32.56,64
2020,SyntheticCorp_0157,Synthetic,Manufacturing,China,Generative AI,Enterprise,true,41109443716.69,12.45,41
2020,SyntheticCorp_0158,Synthetic,Finance,China,Recommendation Systems,Enterprise,true,8951709898.3,28.07,77
2020,SyntheticCorp_0159,Synthetic,Manufacturing,USA,Supply Chain Optimization,SME,true,46207884.33,30.15,56
2020,SyntheticCorp_0160,Synthetic,Energy,India,Predictive Maintenance,SME,true,12955154.74,30.99,59
2020,SyntheticCorp_0161,Synthetic,Finance,Germany,Fraud Detection,Enterprise,true,31771160316.88,21.05,62
2020,SyntheticCorp_0162,Synthetic,Logistics,Japan,Robotics,SME,true,30534476.8,16.12,83
2020,SyntheticCorp_0163,Synthetic,Energy,USA,Predictive Maintenance,Enterprise,true,35999846132.0,28.3,53
2020,SyntheticCorp_0164,Synthetic,Retail,UK,Supply Chain Optimization,Enterprise,true,12122823044.12,38.79,52
2020,SyntheticCorp_0165,Synthetic,Telecom,Japan,Robotics,SME,true,25788924.29,24.29,76
2020,SyntheticCorp_0166,Synthetic,Telecom,Canada,Medical Imaging AI,Enterprise,true,43542865791.19,27.88,84
2020,SyntheticCorp_0167,Synthetic,Telecom,UAE,Customer Segmentation,SME,true,32578317.48,20.08,52
2020,SyntheticCorp_0168,Synthetic,E-commerce,UK,Not adopted,SME,false,5726075.4,0.0,31
2020,SyntheticCorp_0169,Synthetic,Retail,India,Not adopted,SME,false,39381650.88,0.0,6
2020,SyntheticCorp_0170,Synthetic,Healthcare,India,Customer Segmentation,SME,true,35789220.81,38.02,64
2020,SyntheticCorp_0171,Synthetic,E-commerce,India,Recommendation Systems,Enterprise,true,19060660505.93,19.54,67
2020,SyntheticCorp_0172,Synthetic,E-commerce,Brazil,Demand Forecasting,Enterprise,true,36168067987.61,10.89,71
2020,SyntheticCorp_0173,Synthetic,Retail,Germany,Medical Imaging AI,SME,true,2725991.96,29.71,54
2020,SyntheticCorp_0174,Synthetic,Energy,USA,AI Trading,SME,true,10783642.19,34.42,79
2020,SyntheticCorp_0175,Synthetic,Logistics,Brazil,Not adopted,Enterprise,false,27009501230.87,0.0,17
2020,SyntheticCorp_0176,Synthetic,E-commerce,USA,Chatbots,SME,true,25104666.6,36.1,64
2020,SyntheticCorp_0177,Synthetic,Technology,Japan,Customer Segmentation,Enterprise,true,38933714039.53,29.87,54
2020,SyntheticCorp_0178,Synthetic,Finance,Brazil,AI Trading,Enterprise,true,47758418362.45,37.5,81
2020,SyntheticCorp_0179,Synthetic,Logistics,China,Autonomous Driving,SME,true,11907820.58,29.18,42
2020,SyntheticCorp_0180,Synthetic,Logistics,USA,Predictive Maintenance,SME,true,48388289.84,10.44,69
2020,SyntheticCorp_0181,Synthetic,E-commerce,UAE,Recommendation Systems,Enterprise,true,45970004257.15,25.07,78
2020,SyntheticCorp_0182,Synthetic,Technology,Brazil,Not adopted,SME,false,7548463.96,0.0,39
2020,SyntheticCorp_0183,Synthetic,Finance,UAE,Medical Imaging AI,SME,true,21192292.68,13.55,66
2020,SyntheticCorp_0184,Synthetic,Finance,Canada,Supply Chain Optimization,Enterprise,true,40653095587.26,11.87,67
2020,SyntheticCorp_0185,Synthetic,E-commerce,China,AI Trading,Enterprise,true,17895797860.03,11.76,71
2020,SyntheticCorp_0186,Synthetic,Energy,China,Robotics,Enterprise,true,9669891846.57,14.64,67
2020,SyntheticCorp_0187,Synthetic,Logistics,Brazil,Fraud Detection,SME,true,21910175.18,20.44,44
2020,SyntheticCorp_0188,Synthetic,Healthcare,India,Predictive Maintenance,SME,true,5123696.35,37.06,61
2020,SyntheticCorp_0189,Synthetic,Retail,UAE,Supply Chain Optimization,Enterprise,true,1014115002.15,31.89,62
2020,SyntheticCorp_0190,Synthetic,Technology,China,Generative AI,Enterprise,true,5325591148.15,22.73,55
2020,SyntheticCorp_0191,Synthetic,Logistics,UK,Chatbots,Enterprise,true,28172201297.42,38.58,85
2020,SyntheticCorp_0192,Synthetic,Finance,Japan,Autonomous Driving,SME,true,39524839.04,14.76,59
2020,SyntheticCorp_0193,Synthetic,Healthcare,Japan,Demand Forecasting,SME,true,45635911.83,11.65,58
2020,SyntheticCorp_0194,Synthetic,Logistics,India,Fraud Detection,SME,true,35715082.77,17.3,45
2020,SyntheticCorp_0195,Synthetic,Healthcare,USA,Chatbots,Enterprise,true,38592787800.91,11.54,40
2020,SyntheticCorp_0196,Synthetic,Retail,China,Autonomous Driving,SME,true,14590915.81,25.84,41
2020,SyntheticCorp_0197,Synthetic,E-commerce,USA,Not adopted,SME,false,1266972.76,0.0,40
2020,SyntheticCorp_0198,Synthetic,E-commerce,Brazil,Medical Imaging AI,Enterprise,true,32458762882.91,26.15,52
2020,SyntheticCorp_0199,Synthetic,Manufacturing,USA,Robotics,SME,true,46717786.83,11.12,57
2020,SyntheticCorp_0200,Synthetic,Healthcare,China,Chatbots,SME,true,5695935.88,39.23,63
2020,SyntheticCorp_0201,Synthetic,Finance,Brazil,Supply Chain Optimization,Enterprise,true,7826034509.39,32.64,64
2020,SyntheticCorp_0202,Synthetic,Retail,USA,Not adopted,Enterprise,false,868036956.78,0.0,0
2020,SyntheticCorp_0203,Synthetic,Manufacturing,Japan,Predictive Maintenance,SME,true,5885650.48,38.2,67
2020,SyntheticCorp_0204,Synthetic,Telecom,Brazil,Customer Segmentation,SME,true,40416411.97,32.96,61
2020,SyntheticCorp_0205,Synthetic,Telecom,USA,Demand Forecasting,Enterprise,true,11906452378.38,15.67,55
2020,SyntheticCorp_0206,Synthetic,Retail,UAE,Not adopted,Enterprise,false,29604023092.45,0.0,39
2020,SyntheticCorp_0207,Synthetic,E-commerce,Brazil,Not adopted,SME,false,21273082.6,0.0,34
2020,SyntheticCorp_0208,Synthetic,Manufacturing,Canada,Not adopted,Enterprise,false,8142371015.54,0.0,31
2020,SyntheticCorp_0209,Synthetic,E-commerce,Germany,Supply Chain Optimization,Enterprise,true,15476267383.75,16.55,42
2020,SyntheticCorp_0210,Synthetic,E-commerce,Canada,Demand Forecasting,SME,true,37837307.72,10.4,85
2020,SyntheticCorp_0211,Synthetic,E-commerce,UAE,Generative AI,SME,true,35077606.42,33.19,58
2020,SyntheticCorp_0212,Synthetic,Technology,Brazil,Supply Chain Optimization,Enterprise,true,30360537307.64,35.32,56
2020,SyntheticCorp_0213,Synthetic,Finance,India,AI Trading,SME,true,37090030.96,29.3,52
2020,SyntheticCorp_0214,Synthetic,Energy,UAE,AI Trading,SME,true,23583290.61,28.03,65
2020,SyntheticCorp_0215,Synthetic,Energy,India,AI Trading,SME,true,37434802.44,18.88,61
2020,SyntheticCorp_0216,Synthetic,E-commerce,Germany,Not adopted,SME,false,46049254.4,0.0,26
2020,SyntheticCorp_0217,Synthetic,E-commerce,China,Generative AI,SME,true,7673919.83,25.83,55
2020,SyntheticCorp_0218,Synthetic,Energy,UK,Generative AI,SME,true,4400222.29,30.86,77
2020,SyntheticCorp_0219,Synthetic,Healthcare,India,Medical Imaging AI,SME,true,21517989.54,34.0,77
2020,SyntheticCorp_0220,Synthetic,Retail,USA,AI Trading,SME,true,8053358.51,11.17,73
2020,SyntheticCorp_0221,Synthetic,Healthcare,Japan,Supply Chain Optimization,SME,true,28645818.64,18.07,44
2020,SyntheticCorp_0222,Synthetic,Energy,UAE,Customer Segmentation,SME,true,4496267.1,36.99,85
2020,SyntheticCorp_0223,Synthetic,Retail,USA,Autonomous Driving,SME,true,49794050.48,25.56,71
2020,SyntheticCorp_0224,Synthetic,Energy,Canada,Chatbots,SME,true,42076464.71,12.94,54
2020,SyntheticCorp_0225,Synthetic,Telecom,Canada,Autonomous Driving,SME,true,16641545.55,36.15,79
2020,SyntheticCorp_0226,Synthetic,E-commerce,China,Medical Imaging AI,Enterprise,true,25320538003.29,16.62,76
2020,SyntheticCorp_0227,Synthetic,Technology,China,Not adopted,SME,false,6392468.09,0.0,15
2020,SyntheticCorp_0228,Synthetic,Finance,USA,Recommendation Systems,Enterprise,true,17849180766.95,16.0,68
2020,SyntheticCorp_0229,Synthetic,Logistics,Canada,Autonomous Driving,SME,true,32492125.36,16.0,82
2020,SyntheticCorp_0230,Synthetic,Finance,Brazil,AI Trading,SME,true,28646853.09,38.58,65
2020,SyntheticCorp_0231,Synthetic,Logistics,Canada,Generative AI,SME,true,48497193.18,39.89,48
2020,SyntheticCorp_0232,Synthetic,Telecom,Japan,Predictive Maintenance,SME,true,31964273.89,37.37,40
2020,SyntheticCorp_0233,Synthetic,Technology,Japan,Chatbots,Enterprise,true,45568127090.63,17.28,73
2020,SyntheticCorp_0234,Synthetic,Energy,Canada,Chatbots,Enterprise,true,7269058260.94,28.63,78
2020,SyntheticCorp_0235,Synthetic,Healthcare,Brazil,Medical Imaging AI,Enterprise,true,9137838842.64,25.34,67
2020,SyntheticCorp_0236,Synthetic,Logistics,India,AI Trading,Enterprise,true,46656383845.74,11.96,59
